_id,hrg_current,hrg_last,id_kabkota,id_pasar,kategori,name,nm_kabkota,nm_pasar,perubahan,satuan,tanggal
625cf4a2d849b4b11436cccc,-,-,bangkalankab,29,CABE,- Keriting,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436cccd,-,14000,bangkalankab,29,CABE,- Biasa,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccce,-,20000,bangkalankab,29,CABE,- Cabe Rawit,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436cccf,-,10000,bangkalankab,29,- BAWANG MERAH,- BAWANG MERAH,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd0,-,7000,bangkalankab,29,- BAWANG MERAH,- BAWANG PUTIH,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd1,-,50000,bangkalankab,29,- IKAN ASIN TERI,- IKAN ASIN TERI,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd2,-,15000,bangkalankab,29,- KACANG HIJAU,- KACANG HIJAU,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd3,-,15000,bangkalankab,29,- KACANG TANAH,- KACANG TANAH,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd4,-,4000,bangkalankab,29,- KETELA POHON,- KETELA POHON,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd5,-,5000,bangkalankab,29,SAYUR MAYUR,- KOL/KUBIS,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd6,-,9000,bangkalankab,29,SAYUR MAYUR,- KENTANG,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd7,-,11000,bangkalankab,29,SAYUR MAYUR,- TOMAT,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd8,-,8000,bangkalankab,29,SAYUR MAYUR,- WORTEL,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccd9,-,-,bangkalankab,29,SAYUR MAYUR,- BUNCIS,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccda,-,49000,bangkalankab,29,SEMEN,- Semen Gresik,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-30
625cf4a2d849b4b11436ccdb,-,45000,bangkalankab,29,SEMEN,- Semen Tiga Roda,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-30
625cf4a2d849b4b11436ccdc,-,-,bangkalankab,29,SEMEN,- Semen Padang,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-30
625cf4a2d849b4b11436ccdd,-,-,bangkalankab,29,SEMEN,- Semen Tonasa,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-30
625cf4a2d849b4b11436ccde,-,-,bangkalankab,29,SEMEN,- Semen Bosowa,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-30
625cf4a2d849b4b11436ccdf,-,-,bangkalankab,29,SEMEN,- Semen Dinamix,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-30
625cf4a2d849b4b11436cce0,-,-,bangkalankab,29,IKAN SEGAR,- Ikan Bandeng,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436cce1,-,-,bangkalankab,29,IKAN SEGAR,- Ikan Kembung,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436cce2,-,-,bangkalankab,29,IKAN SEGAR,- Ikan Tuna,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436cce3,-,-,bangkalankab,29,IKAN SEGAR,- ikan Tongkol,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436cce4,-,-,bangkalankab,29,IKAN SEGAR,- ikan cakalang,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436cce5,-,-,bangkalankab,29,- KAYU BALOK MERANTI (4 X 10),- KAYU BALOK MERANTI (4 X 10),bangkalankab,Pasar Senenan,-,Btg,2012-2-30
625cf4a2d849b4b11436cce6,-,-,bangkalankab,29,- PAPAN MERANTI (4m X 3cm X 20mm),- PAPAN MERANTI (4m X 3cm X 20mm),bangkalankab,Pasar Senenan,-,Lembar,2012-2-30
625cf4a2d849b4b11436cce7,-,-,bangkalankab,29,- TRIPLEK (6MM),- TRIPLEK (6MM),bangkalankab,Pasar Senenan,-,lembar,2012-2-30
625cf4a2d849b4b11436cce8,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 6 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-2-30
625cf4a2d849b4b11436cce9,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 8 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-2-30
625cf4a2d849b4b11436ccea,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 10 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-2-30
625cf4a2d849b4b11436cceb,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 12 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-2-30
625cf4a2d849b4b11436ccec,-,-,bangkalankab,29,PAKU,- Paku Ukuran 10Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436cced,-,-,bangkalankab,29,PAKU,- Paku Ukuran 2 Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436ccee,-,-,bangkalankab,29,PAKU,- Paku Ukuran 3Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436ccef,-,-,bangkalankab,29,PAKU,- Paku Ukuran 4Cm,bangkalankab,Pasar Senenan,-,kg,2012-2-30
625cf4a2d849b4b11436ccf0,-,-,bangkalankab,29,PAKU,- Paku Ukuran 5Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436ccf1,-,-,bangkalankab,29,PAKU,- Paku Ukuran 7Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436ccf2,-,-,bangkalankab,29,- GAS ELPIGI 3 Kg,- GAS ELPIGI 3 Kg,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436ccf3,-,-,bangkalankab,29,PUPUK,- Pupuk KCL Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436ccf4,-,-,bangkalankab,29,PUPUK,- Pupuk NPK Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436ccf5,-,-,bangkalankab,29,PUPUK,- Pupuk SP 35 Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436ccf6,-,-,bangkalankab,29,PUPUK,- Pupuk Urea Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a2d849b4b11436ccf7,-,-,bangkalankab,29,PUPUK,- Pupuk ZA Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-30
625cf4a3d849b4b11436ccf8,-,9300,bangkalankab,29,BERAS,- Bengawan,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436ccf9,-,9000,bangkalankab,29,BERAS,- Mentik,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436ccfa,-,7500,bangkalankab,29,BERAS,- IR 64,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436ccfb,-,9000,bangkalankab,29,GULA PASIR,- Gula Pasir Dalam Negri,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436ccfc,-,12500,bangkalankab,29,MINYAK GORENG,- Bimoli Botol / Kemasan (Sps) 620 ml,bangkalankab,Pasar Senenan,-,620 ml,2012-2-31
625cf4a3d849b4b11436ccfd,-,27000,bangkalankab,29,MINYAK GORENG,- Bimoli botol/Kemasan (sps) 2 liter,bangkalankab,Pasar Senenan,-,2 Liter,2012-2-31
625cf4a3d849b4b11436ccfe,-,10000,bangkalankab,29,MINYAK GORENG,- Tanpa Merk / Minyak Curah,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436ccff,-,-,bangkalankab,29,MINYAK GORENG,- Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,bangkalankab,Pasar Senenan,-,1 liter,2012-2-31
625cf4a3d849b4b11436cd00,-,66000,bangkalankab,29,DAGING,- Daging Sapi Murni,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd01,-,25000,bangkalankab,29,DAGING,- Daging Ayam Broiler,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd02,-,42000,bangkalankab,29,DAGING,- Daging Ayam Kampung,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd03,-,16000,bangkalankab,29,TELUR AYAM,- Telur Ayam Ras / Petelur,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd04,-,25000,bangkalankab,29,TELUR AYAM,- Telur Ayam Kampung,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd05,-,8000,bangkalankab,29,SUSU,- Susu Kental Manis Merk Bendera,bangkalankab,Pasar Senenan,-,397 gr/kl,2012-2-31
625cf4a3d849b4b11436cd06,-,7500,bangkalankab,29,SUSU,- Susu Kental Manis Merk Indomilk,bangkalankab,Pasar Senenan,-,390 gr/kl,2012-2-31
625cf4a3d849b4b11436cd07,-,20500,bangkalankab,29,SUSU,- Susu Bubuk Merk Bendera (Instant),bangkalankab,Pasar Senenan,-,400 gr/dos,2012-2-31
625cf4a3d849b4b11436cd08,-,20000,bangkalankab,29,SUSU,- Susu Bubuk Merk Indomilk (Instant),bangkalankab,Pasar Senenan,-,400 gr/dos,2012-2-31
625cf4a3d849b4b11436cd09,-,6000,bangkalankab,29,- JAGUNG PIPILAN KERING,- JAGUNG PIPILAN KERING,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd0a,-,500,bangkalankab,29,- GARAM BERYODIUM,- Bata,bangkalankab,Pasar Senenan,-,Buah,2012-2-31
625cf4a3d849b4b11436cd0b,-,3500,bangkalankab,29,- GARAM BERYODIUM,- Halus,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd0c,-,7500,bangkalankab,29,TEPUNG TERIGU,- Segitiga Biru (Kw Medium),bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd0d,-,-,bangkalankab,29,KACANG KEDELAI,- Eks Impor,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd0e,-,8000,bangkalankab,29,KACANG KEDELAI,- Lokal,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd0f,-,1400,bangkalankab,29,MIE INSTANT,- Indomie Rasa Kari Ayam,bangkalankab,Pasar Senenan,-,Bungkus,2012-2-31
625cf4a3d849b4b11436cd10,-,-,bangkalankab,29,CABE,- Keriting,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd11,-,14000,bangkalankab,29,CABE,- Biasa,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd12,-,20000,bangkalankab,29,CABE,- Cabe Rawit,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd13,-,10000,bangkalankab,29,- BAWANG MERAH,- BAWANG MERAH,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd14,-,7000,bangkalankab,29,- BAWANG MERAH,- BAWANG PUTIH,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd15,-,50000,bangkalankab,29,- IKAN ASIN TERI,- IKAN ASIN TERI,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd16,-,15000,bangkalankab,29,- KACANG HIJAU,- KACANG HIJAU,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd17,-,15000,bangkalankab,29,- KACANG TANAH,- KACANG TANAH,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd18,-,4000,bangkalankab,29,- KETELA POHON,- KETELA POHON,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd19,-,5000,bangkalankab,29,SAYUR MAYUR,- KOL/KUBIS,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd1a,-,9000,bangkalankab,29,SAYUR MAYUR,- KENTANG,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd1b,-,11000,bangkalankab,29,SAYUR MAYUR,- TOMAT,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd1c,-,8000,bangkalankab,29,SAYUR MAYUR,- WORTEL,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd1d,-,-,bangkalankab,29,SAYUR MAYUR,- BUNCIS,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd1e,-,49000,bangkalankab,29,SEMEN,- Semen Gresik,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-31
625cf4a3d849b4b11436cd1f,-,45000,bangkalankab,29,SEMEN,- Semen Tiga Roda,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-31
625cf4a3d849b4b11436cd20,-,-,bangkalankab,29,SEMEN,- Semen Padang,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-31
625cf4a3d849b4b11436cd21,-,-,bangkalankab,29,SEMEN,- Semen Tonasa,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-31
625cf4a3d849b4b11436cd22,-,-,bangkalankab,29,SEMEN,- Semen Bosowa,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-31
625cf4a3d849b4b11436cd23,-,-,bangkalankab,29,SEMEN,- Semen Dinamix,bangkalankab,Pasar Senenan,-,40 Kg,2012-2-31
625cf4a3d849b4b11436cd24,-,-,bangkalankab,29,IKAN SEGAR,- Ikan Bandeng,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd25,-,-,bangkalankab,29,IKAN SEGAR,- Ikan Kembung,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd26,-,-,bangkalankab,29,IKAN SEGAR,- Ikan Tuna,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd27,-,-,bangkalankab,29,IKAN SEGAR,- ikan Tongkol,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd28,-,-,bangkalankab,29,IKAN SEGAR,- ikan cakalang,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd29,-,-,bangkalankab,29,- KAYU BALOK MERANTI (4 X 10),- KAYU BALOK MERANTI (4 X 10),bangkalankab,Pasar Senenan,-,Btg,2012-2-31
625cf4a3d849b4b11436cd2a,-,-,bangkalankab,29,- PAPAN MERANTI (4m X 3cm X 20mm),- PAPAN MERANTI (4m X 3cm X 20mm),bangkalankab,Pasar Senenan,-,Lembar,2012-2-31
625cf4a3d849b4b11436cd2b,-,-,bangkalankab,29,- TRIPLEK (6MM),- TRIPLEK (6MM),bangkalankab,Pasar Senenan,-,lembar,2012-2-31
625cf4a3d849b4b11436cd2c,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 6 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-2-31
625cf4a3d849b4b11436cd2d,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 8 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-2-31
625cf4a3d849b4b11436cd2e,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 10 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-2-31
625cf4a3d849b4b11436cd2f,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 12 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-2-31
625cf4a3d849b4b11436cd30,-,-,bangkalankab,29,PAKU,- Paku Ukuran 10Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd31,-,-,bangkalankab,29,PAKU,- Paku Ukuran 2 Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd32,-,-,bangkalankab,29,PAKU,- Paku Ukuran 3Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd33,-,-,bangkalankab,29,PAKU,- Paku Ukuran 4Cm,bangkalankab,Pasar Senenan,-,kg,2012-2-31
625cf4a3d849b4b11436cd34,-,-,bangkalankab,29,PAKU,- Paku Ukuran 5Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd35,-,-,bangkalankab,29,PAKU,- Paku Ukuran 7Cm,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd36,-,-,bangkalankab,29,- GAS ELPIGI 3 Kg,- GAS ELPIGI 3 Kg,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd37,-,-,bangkalankab,29,PUPUK,- Pupuk KCL Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd38,-,-,bangkalankab,29,PUPUK,- Pupuk NPK Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd39,-,-,bangkalankab,29,PUPUK,- Pupuk SP 35 Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd3a,-,-,bangkalankab,29,PUPUK,- Pupuk Urea Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a3d849b4b11436cd3b,-,-,bangkalankab,29,PUPUK,- Pupuk ZA Non Subsidi,bangkalankab,Pasar Senenan,-,Kg,2012-2-31
625cf4a5d849b4b11436cd3c,9300,9300,bangkalankab,29,BERAS,- Bengawan,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd3d,9000,9000,bangkalankab,29,BERAS,- Mentik,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd3e,7500,7500,bangkalankab,29,BERAS,- IR 64,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd3f,9000,9000,bangkalankab,29,GULA PASIR,- Gula Pasir Dalam Negri,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd40,12500,12500,bangkalankab,29,MINYAK GORENG,- Bimoli Botol / Kemasan (Sps) 620 ml,bangkalankab,Pasar Senenan,0,620 ml,2012-3-1
625cf4a5d849b4b11436cd41,27000,27000,bangkalankab,29,MINYAK GORENG,- Bimoli botol/Kemasan (sps) 2 liter,bangkalankab,Pasar Senenan,0,2 Liter,2012-3-1
625cf4a5d849b4b11436cd42,10000,10000,bangkalankab,29,MINYAK GORENG,- Tanpa Merk / Minyak Curah,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd43,-,-,bangkalankab,29,MINYAK GORENG,- Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,bangkalankab,Pasar Senenan,-,1 liter,2012-3-1
625cf4a5d849b4b11436cd44,66000,66000,bangkalankab,29,DAGING,- Daging Sapi Murni,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd45,25000,25000,bangkalankab,29,DAGING,- Daging Ayam Broiler,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd46,42000,42000,bangkalankab,29,DAGING,- Daging Ayam Kampung,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd47,16000,16000,bangkalankab,29,TELUR AYAM,- Telur Ayam Ras / Petelur,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd48,25000,25000,bangkalankab,29,TELUR AYAM,- Telur Ayam Kampung,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd49,8000,8000,bangkalankab,29,SUSU,- Susu Kental Manis Merk Bendera,bangkalankab,Pasar Senenan,0,397 gr/kl,2012-3-1
625cf4a5d849b4b11436cd4a,7500,7500,bangkalankab,29,SUSU,- Susu Kental Manis Merk Indomilk,bangkalankab,Pasar Senenan,0,390 gr/kl,2012-3-1
625cf4a5d849b4b11436cd4b,20500,20500,bangkalankab,29,SUSU,- Susu Bubuk Merk Bendera (Instant),bangkalankab,Pasar Senenan,0,400 gr/dos,2012-3-1
625cf4a5d849b4b11436cd4c,20000,20000,bangkalankab,29,SUSU,- Susu Bubuk Merk Indomilk (Instant),bangkalankab,Pasar Senenan,0,400 gr/dos,2012-3-1
625cf4a5d849b4b11436cd4d,6000,6000,bangkalankab,29,- JAGUNG PIPILAN KERING,- JAGUNG PIPILAN KERING,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd4e,500,500,bangkalankab,29,- GARAM BERYODIUM,- Bata,bangkalankab,Pasar Senenan,0,Buah,2012-3-1
625cf4a5d849b4b11436cd4f,3500,3500,bangkalankab,29,- GARAM BERYODIUM,- Halus,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd50,7500,7500,bangkalankab,29,TEPUNG TERIGU,- Segitiga Biru (Kw Medium),bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd51,-,-,bangkalankab,29,KACANG KEDELAI,- Eks Impor,bangkalankab,Pasar Senenan,-,kg,2012-3-1
625cf4a5d849b4b11436cd52,8000,8000,bangkalankab,29,KACANG KEDELAI,- Lokal,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd53,1400,1400,bangkalankab,29,MIE INSTANT,- Indomie Rasa Kari Ayam,bangkalankab,Pasar Senenan,0,Bungkus,2012-3-1
625cf4a5d849b4b11436cd54,-,-,bangkalankab,29,CABE,- Keriting,bangkalankab,Pasar Senenan,-,kg,2012-3-1
625cf4a5d849b4b11436cd55,14000,14000,bangkalankab,29,CABE,- Biasa,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd56,20000,20000,bangkalankab,29,CABE,- Cabe Rawit,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd57,10000,10000,bangkalankab,29,- BAWANG MERAH,- BAWANG MERAH,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd58,7000,7000,bangkalankab,29,- BAWANG MERAH,- BAWANG PUTIH,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd59,50000,50000,bangkalankab,29,- IKAN ASIN TERI,- IKAN ASIN TERI,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd5a,15000,15000,bangkalankab,29,- KACANG HIJAU,- KACANG HIJAU,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd5b,15000,15000,bangkalankab,29,- KACANG TANAH,- KACANG TANAH,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd5c,4000,4000,bangkalankab,29,- KETELA POHON,- KETELA POHON,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd5d,5000,5000,bangkalankab,29,SAYUR MAYUR,- KOL/KUBIS,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd5e,9000,9000,bangkalankab,29,SAYUR MAYUR,- KENTANG,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd5f,11000,11000,bangkalankab,29,SAYUR MAYUR,- TOMAT,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd60,8000,8000,bangkalankab,29,SAYUR MAYUR,- WORTEL,bangkalankab,Pasar Senenan,0,kg,2012-3-1
625cf4a5d849b4b11436cd61,-,-,bangkalankab,29,SAYUR MAYUR,- BUNCIS,bangkalankab,Pasar Senenan,-,kg,2012-3-1
625cf4a5d849b4b11436cd62,49000,49000,bangkalankab,29,SEMEN,- Semen Gresik,bangkalankab,Pasar Senenan,0,40 Kg,2012-3-1
625cf4a5d849b4b11436cd63,45000,45000,bangkalankab,29,SEMEN,- Semen Tiga Roda,bangkalankab,Pasar Senenan,0,40 Kg,2012-3-1
625cf4a5d849b4b11436cd64,-,-,bangkalankab,29,SEMEN,- Semen Padang,bangkalankab,Pasar Senenan,-,40 Kg,2012-3-1
625cf4a5d849b4b11436cd65,-,-,bangkalankab,29,SEMEN,- Semen Tonasa,bangkalankab,Pasar Senenan,-,40 Kg,2012-3-1
625cf4a5d849b4b11436cd66,-,-,bangkalankab,29,SEMEN,- Semen Bosowa,bangkalankab,Pasar Senenan,-,40 Kg,2012-3-1
625cf4a5d849b4b11436cd67,-,-,bangkalankab,29,SEMEN,- Semen Dinamix,bangkalankab,Pasar Senenan,-,40 Kg,2012-3-1
625cf4a5d849b4b11436cd68,-,-,bangkalankab,29,IKAN SEGAR,- Ikan Bandeng,bangkalankab,Pasar Senenan,-,kg,2012-3-1
625cf4a5d849b4b11436cd69,-,-,bangkalankab,29,IKAN SEGAR,- Ikan Kembung,bangkalankab,Pasar Senenan,-,kg,2012-3-1
625cf4a5d849b4b11436cd6a,-,-,bangkalankab,29,IKAN SEGAR,- Ikan Tuna,bangkalankab,Pasar Senenan,-,kg,2012-3-1
625cf4a5d849b4b11436cd6b,-,-,bangkalankab,29,IKAN SEGAR,- ikan Tongkol,bangkalankab,Pasar Senenan,-,kg,2012-3-1
625cf4a5d849b4b11436cd6c,-,-,bangkalankab,29,IKAN SEGAR,- ikan cakalang,bangkalankab,Pasar Senenan,-,kg,2012-3-1
625cf4a5d849b4b11436cd6d,-,-,bangkalankab,29,- KAYU BALOK MERANTI (4 X 10),- KAYU BALOK MERANTI (4 X 10),bangkalankab,Pasar Senenan,-,Btg,2012-3-1
625cf4a5d849b4b11436cd6e,-,-,bangkalankab,29,- PAPAN MERANTI (4m X 3cm X 20mm),- PAPAN MERANTI (4m X 3cm X 20mm),bangkalankab,Pasar Senenan,-,Lembar,2012-3-1
625cf4a5d849b4b11436cd6f,-,-,bangkalankab,29,- TRIPLEK (6MM),- TRIPLEK (6MM),bangkalankab,Pasar Senenan,-,lembar,2012-3-1
625cf4a5d849b4b11436cd70,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 6 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-3-1
625cf4a5d849b4b11436cd71,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 8 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-3-1
625cf4a5d849b4b11436cd72,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 10 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-3-1
625cf4a5d849b4b11436cd73,-,-,bangkalankab,29,BESI BETON (SNI MURNI),- Besi Beton 12 mm (12/9m),bangkalankab,Pasar Senenan,-,Btg,2012-3-1
